15.7091 26.156
122.1725 32.3101
270.3597 11.4461
160.8606 99.6593
255.626 47.8987
101.165 100.1389
73.549 0.5012
130.8827 26.284
179.2798 20.9631
94.6377 134.4965
271.6196 27.8294
42.6525 237.0216
6.3708 273.3452
172.0224 79.5965
251.3513 230.6384
103.0386 240.449
62.0587 182.6708
158.1225 242.8016
94.5789 119.4714
230.7837 153.8256
205.4512 191.506
199.9973 267.0296
145.8409 200.5411
112.3565 9.5524
226.252 54.4395
246.0571 274.0938
197.4222 51.0381
101.0748 117.358
21.9872 137.0301
171.9506 100.8318
56.7186 26.4472
188.4953 3.8487
105.5741 68.7389
159.5992 217.099
272.746 191.6403
297.5379 289.2178
188.9972 70.012
145.1434 53.2769
297.5873 133.35
225.495 13.239
40.4183 57.9531
76.9087 105.6143
81.579 130.2806
126.1072 32.5863
18.7826 106.5184
26.6367 129.9601
2.5684 160.7403
22.0452 208.2618
121.2622 295.6045
78.762 141.7532
225.2445 100.4492
104.5101 191.7384
290.9058 265.164
125.7113 215.3154
203.7156 111.6329
70.489 23.5129
263.6727 17.1478
155.6088 161.2609
43.8418 196.7795
274.747 232.8399
116.7778 37.941
292.4789 155.131
188.8853 240.683
115.8738 18.6167
40.8047 200.5341
104.8619 261.3232
222.0494 294.1317
200.6503 91.1417
237.3327 8.4774
156.4772 261.4184
154.4157 41.2114
150.0368 163.6373
110.7002 268.0301
102.0243 81.5254
151.8904 60.9816
96.6172 119.4511
281.4787 24.1085
59.1285 59.8498
298.5795 267.2426
58.249 169.3873
25.53 95.1085
102.3433 161.3046
278.8123 242.7058
160.255 235.824
145.1877 219.1681
233.0863 77.0555
249.8331 173.3833
145.836 118.744
67.2449 150.3773
37.8319 190.4348
269.4805 237.1578
182.7473 148.3423
208.7347 36.6949
15.7306 258.4941
108.5523 200.6842
126.2285 107.6012
231.0858 102.91
226.1142 246.1434
54.2028 293.1691
18.7327 124.4182
150.1424 248.8073
52.4636 167.7091
110.5552 276.5049
36.698 79.6248
245.9408 96.6702
283.2663 15.4812
116.5254 32.2398
172.0591 288.9374
97.4085 194.0508
79.7743 131.7665
171.4563 74.524
207.1405 150.2987
271.639 82.5064
286.4564 54.6618
5.9737 198.0614
220.1288 143.1965
12.828 299.4403
42.4655 261.1402
267.4598 66.2571
259.1817 139.0219
269.8748 266.257
232.2892 86.6131
174.0314 294.3941
96.187 115.9503
206.3968 18.7907
76.0086 50.4061
124.817 127.4929
182.1176 149.0429
49.4309 13.9863
157.4317 229.157
278.0682 251.8915
90.8258 259.702
140.2175 84.7341
27.6476 132.8137
163.4884 83.7898
58.5896 282.2671
20.3325 281.8177
121.9239 237.4553
33.2844 171.0023
228.5089 130.8035
106.9399 147.9656
58.338 63.489
72.3935 11.267
273.0072 22.032
278.1414 3.2868
196.864 164.0783
12.5525 282.44
219.2308 263.7394
130.6992 87.415
55.7784 33.8158
201.285 246.539
63.6033 7.7899
108.4598 45.8624
67.4802 66.6149
198.7264 130.381
168.1456 117.026
295.1013 149.08
12.7784 41.7668
219.3663 273.7882
37.7936 138.0313
258.6453 165.5401
5.2268 156.2617
86.627 64.012
280.9853 31.7181
248.9101 225.9029
177.847 97.4593
24.8311 200.6235
287.7677 53.939
37.8441 142.5492
255.4072 1.5946
236.6501 25.892
9.6873 43.9228
137.2819 281.088
198.3917 17.8876
45.5092 138.4004
27.0862 200.5049
107.6799 286.8231
245.9102 245.0722
70.5399 129.3903
201.4758 26.8209
2.8624 98.2146
120.2135 236.0677
244.3957 17.3865
19.3809 277.4333
86.4204 37.5343
237.7871 235.4964
181.4081 230.2262
257.8793 255.9406
78.9788 126.2616
295.3335 110.3235
187.8266 253.9509
263.0432 180.7961
104.9566 207.0696
0.986 105.1627
227.6555 193.9812
23.9655 215.8858
183.0028 133.4155
31.3855 178.8989
223.6729 59.6176
190.4717 21.1825
61.6028 107.4802
233.4062 84.9899
267.0948 294.9294
49.0067 8.0144
218.6162 229.3118
270.2767 201.7398
234.0299 109.656
30.244 299.974
181.408 81.1351
267.8289 22.0776
17.0343 76.4553
39.0274 123.2243
186.3235 155.8259
166.115 35.8134
160.4804 292.5484
98.9368 239.7742
191.3958 228.6178
197.3842 131.8523
70.4931 28.0707
33.9736 30.2779
230.205 251.194
245.2851 265.4391
107.6306 202.2264
246.084 39.6913
0.1045 62.8968
274.7292 242.3018
38.8927 254.1522
52.3955 80.0046
50.4444 265.1819
248.4203 19.4756
7.1482 237.3701
118.1066 170.5268
191.4329 163.0792
56.3986 93.0997
179.2339 235.2859
101.4654 6.7983
43.58 85.4655
288.352 128.0928
149.2482 126.8166
259.8304 240.1905
46.1872 199.822
164.9639 269.2542
18.8193 173.4871
56.9459 170.8032
245.1523 130.2081
160.4396 109.5383
283.4504 258.723
26.9073 12.8195
160.48 93.4377
9.3706 202.5622
46.8556 193.1471
29.5835 214.1777
251.2351 239.1517
264.8857 184.5794
100.1276 54.7321
197.3558 292.2782
197.4229 31.1798
13.0516 45.671
240.8683 40.7816
211.7775 175.1188
109.4373 126.2405
78.9581 123.2923
55.2086 158.742
198.2454 164.9229
297.3982 277.5116
267.0843 181.1722
43.2078 227.6675
283.0609 180.1865
136.2139 196.5739
188.0763 248.3033
143.8202 111.4991
242.4005 139.6197
194.3671 85.265
161.5515 168.8023
175.9503 235.8289
101.5874 50.7548
112.4682 175.7783
147.2489 111.7355
126.4125 53.1607
31.4163 197.1924
21.8512 172.1454
292.5904 151.9441
213.8446 229.0615
146.4333 157.7048
69.5188 188.1408
157.5649 100.5744
281.3331 189.4888
124.8775 270.7914
229.0286 291.0258
101.3528 144.2665
70.5834 218.6388
252.1894 207.2566
213.3528 43.1135
279.9883 42.0909
242.1711 50.1722
205.7676 223.3057
53.6484 167.4488
74.7074 285.844
54.7942 294.887
150.04 1.5723
46.73 105.0546
203.01 191.5379
67.441 128.0631
254.5968 141.7144
95.574 191.3608
259.4371 209.1642
294.0897 133.0232
4.3403 11.4018
291.5459 109.5413
233.4935 291.1876
164.4737 202.0095
168.624 218.8471
246.6531 208.5563
199.672 9.7984
38.0012 134.6355
244.7082 250.9396
128.5702 251.3781
104.4567 194.7081
