680.8954 658.1549
252.5806 248.8917
592.152 599.7215
34.9906 544.1853
607.0032 39.3877
48.149 633.9046
316.6182 529.233
655.4361 582.1739
719.6445 862.0839
788.6598 652.4207
579.3704 21.1044
414.462 858.2011
422.5819 229.6629
169.3545 152.8332
890.4275 468.2176
681.6701 775.0966
163.2492 396.6517
576.187 560.9462
818.2089 588.6056
766.4346 269.017
644.6916 944.9715
404.0148 939.9111
310.2174 775.0141
671.1546 261.8966
598.7595 25.7923
719.6735 886.4343
342.3985 407.9376
949.8451 731.5519
458.1068 977.517
976.8043 473.412
544.1619 541.9322
26.5794 525.5719
873.4955 490.4627
947.9522 375.6521
444.6139 543.2387
430.617 357.9561
259.9842 978.8366
203.5775 829.7531
555.2295 955.2705
800.2663 942.4447
486.8969 85.1675
924.6981 381.8848
337.9584 131.6981
240.5849 781.7852
989.7431 475.8663
278.7999 294.052
8.9074 288.4461
747.7134 182.4332
570.6549 524.4241
306.0824 789.5789
541.1088 463.2963
848.1915 656.3234
180.9669 25.7113
510.4113 558.5064
288.3451 749.4665
653.6644 169.2155
713.3342 722.8223
641.1613 262.3267
775.2797 403.5501
600.3899 930.2
961.2173 66.8768
898.7087 87.657
598.328 957.5081
886.5156 928.631
408.5789 330.346
718.9995 242.3018
964.121 405.7453
795.0357 831.281
500.2584 331.3922
745.6508 779.5699
711.8388 416.6086
74.9221 706.2166
941.2389 84.2461
561.6532 636.4319
776.9661 752.3666
697.6697 119.3787
180.0602 728.774
561.9839 399.6806
224.6218 118.9161
547.5516 551.5141
89.7031 741.5633
913.7473 920.9697
788.0888 830.378
370.6741 110.5451
276.1761 700.358
696.5923 928.0853
850.2617 938.3964
258.3901 426.9226
791.0175 463.8321
885.3446 941.8735
710.8695 508.3265
382.0102 83.4386
497.0602 611.5788
77.2947 647.9637
603.3488 340.5627
759.9066 547.6355
754.5078 316.6978
272.8564 82.7181
871.8191 997.7057
129.3937 148.8308
379.4526 387.7819
662.8476 937.8713
76.805 762.2452
462.4799 312.0747
667.9467 36.5918
870.5061 885.7419
837.8932 739.7588
323.3765 355.8832
520.5265 0.9859
656.5547 896.6009
355.5055 596.789
22.0908 561.0912
455.308 734.5233
343.1018 856.2055
702.5536 252.8281
272.2733 313.168
262.5413 416.6264
154.3031 266.6078
391.6979 121.2336
285.0821 469.6348
850.0124 667.0602
305.5429 157.7523
884.0783 437.9968
577.5261 736.3037
480.0031 726.5121
630.8164 626.5732
580.4056 907.7305
788.4769 450.2324
915.04 811.528
195.2123 514.6058
291.9153 857.9123
481.1616 22.432
165.9538 315.8182
853.778 960.8675
748.6438 281.0794
130.7456 939.7694
510.8638 361.8851
54.2344 104.5075
897.1381 509.0875
345.0767 499.7284
150.5907 309.6659
23.161 473.4042
268.476 501.3989
705.3766 222.5703
855.113 966.5632
746.7123 755.5891
840.9716 637.3726
911.6123 36.5254
53.594 3.7109
117.8037 980.8904
989.4603 80.7043
339.1116 12.3764
30.0849 108.4563
353.2592 730.0523
558.0565 49.4197
686.8757 477.0081
746.9967 706.8581
374.8448 98.9001
526.4156 302.8348
571.7982 5.4089
51.3766 256.955
22.754 327.4198
619.6885 835.1873
563.2801 729.1294
214.339 190.6647
54.4379 533.5787
422.6988 894.7867
598.5889 241.1409
512.2783 539.8968
900.6108 342.654
492.7357 322.3595
477.0964 702.5619
154.8782 974.9339
633.4077 176.1528
507.1204 324.1187
116.9422 34.2713
511.1778 662.2549
827.3997 134.4602
853.2718 458.7474
535.0825 154.7568
829.8803 889.9003
177.5528 153.8676
619.5667 765.8099
1.228 332.8138
982.0493 154.142
392.2177 238.9445
764.8949 557.6554
53.4956 118.7705
120.9996 135.6383
447.6262 445.1514
242.589 635.2001
644.5513 264.0514
786.754 705.251
75.9003 957.9468
69.4191 566.2687
57.2279 440.9341
942.5639 154.7137
239.6752 999.5788
258.6106 651.2504
221.8071 759.7994
226.3314 419.1804
288.7237 438.0657
173.5439 554.8054
818.9912 341.531
615.1485 831.5787
723.0778 988.0997
385.4722 575.0497
923.6755 179.3001
515.6643 48.1207
826.8034 118.4943
265.5664 554.9979
66.4264 693.9056
669.2597 365.1796
318.4333 945.8926
492.2505 363.0106
395.0433 222.0464
125.9486 508.3164
344.8791 22.2362
449.8916 767.2975
261.6835 276.8119
311.9259 707.7341
290.1646 354.7814
929.5698 160.6033
211.8843 501.888
766.2966 386.1862
432.3767 895.867
273.9686 334.0708
817.9524 419.1437
217.8919 79.4468
380.6213 254.8383
75.7079 659.6388
793.638 321.1402
789.5316 727.0882
95.4294 461.7167
186.6882 113.4195
925.3363 233.9438
719.5055 196.9336
663.7094 614.8278
552.2693 738.3614
419.253 345.8993
256.8453 865.3304
312.6408 466.4942
86.3689 227.1114
617.0185 318.0465
586.3181 734.2162
264.7195 696.4146
171.8484 518.2244
669.3761 357.9377
550.6549 290.457
984.6925 802.8909
208.5622 526.4625
992.8597 377.4688
289.7721 521.9802
684.2513 428.1223
666.5957 13.1703
96.3549 726.6678
736.0311 625.7026
539.1231 920.7232
270.7717 871.4253
950.1922 100.8667
54.7472 986.8514
433.6051 683.4767
873.4411 22.314
439.2554 249.1195
162.8799 567.2075
932.6792 365.331
191.3496 82.6811
261.1294 813.1204
48.527 436.2595
753.4779 1.1052
880.6184 401.742
956.3036 173.1095
886.2766 39.4862
278.3002 531.5287
304.9189 887.9653
118.1631 577.5885
127.2428 266.898
152.3258 491.4963
158.9608 442.939
156.1792 717.9017
181.6735 950.8649
129.8436 474.9111
315.5316 865.3629
50.3255 631.6132
548.081 864.9127
899.0762 390.8704
643.161 80.1318
169.1502 474.518
982.2431 107.5035
104.2147 857.9855
888.7978 764.5134
540.9079 904.0552
470.0994 15.4887
44.1431 695.5046
101.272 823.337
476.9561 469.9511
517.1407 368.3888
956.9943 368.2825
334.9934 890.504
921.6024 768.114
578.6997 628.5118
979.0415 608.8541
781.5217 226.8947
257.612 374.7358
324.5165 533.491
923.7752 873.0984
359.9585 430.8433
313.0982 687.3854
924.7676 27.1308
778.1615 753.1552
860.9633 568.4061
850.5091 858.3626
98.1388 38.625
385.5711 23.0523
224.3306 150.7963
747.9899 44.1666
341.1579 60.4142
453.0747 657.5311
619.4632 592.1916
319.5446 715.7758
777.6235 78.8094
125.0548 314.5198
678.1133 37.8202
789.8079 413.3637
676.2898 456.9473
171.912 870.1303
729.672 671.9712
631.9007 217.8732
909.0738 696.007
531.665 156.3626
940.9396 130.2373
675.9752 906.194
875.7466 671.2101
436.8891 941.8989
356.9091 91.5193
223.4197 325.7545
